system,system_name,dataset,corpus_supported,query_id,category,question,reference_answer,generated_answer,abstained,success,error,latency_ms,relevant_documents,retrieved_documents,top_document,hit_at_1,hit_at_3,hit_at_5,mrr_at_10,ndcg_at_5,answer_token_f1,rouge_l_f1,abstention_correct
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q11,drc,What is the term of DRC members?,The term of the DRC members is 2 years.,"rson, and 2 to 6 faculty members, at the level of assistant professor or above, who are active in research. the size of drc may depend on the number of faculty members in the department. one of the members acts as its convener. the term of drc members is of two years. drc is approved by the director of the campus on the recommendation of hod through dean agsrd and helps agsrd in operations from admission to final thesis submission of a ph. d. candidate. 2.2 admission of on-campus candidates drc plays an important role in admission of the ph. d. candidate. admissions division sends a link for l",False,True,,0.22350000000015413,DRC_Guidelines-2015-updated.pdf,DRC_Guidelines-2015-updated.pdf;Format_for-DRC-constitution-final.pdf;Guidelines_for-PhD-Proposal.pdf,DRC_Guidelines-2015-updated.pdf,1.0,1.0,1.0,1.0,1.0,0.15,0.11666666666666665,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q12,drc,How many credits should a PhD candidate holding only a first degree be prescribed?,"Students holding first degree (B.Tech, B.E., M A, M.Sc etc.) must be prescribed a minimum of six courses spread in two semesters with a minimum of 24 units.","embers depending on need and circumstances. selection & recommendation of vertical transfer students should be done by the hod/drc, only after their source of fellowship/funding is identified and approved. during interaction with the candidates, drc will also identify the area of research, notional supervisor, dac members and the course package for the shortlisted candidates. this information will be send to associate dean, agsrd in the appropriate format (enclosed in this document). students holding first degree (b.tech, b.e., m a, m.sc etc.) must be prescribed a minimum of six courses spread",False,True,,0.22366600000012227,DRC_Guidelines-2015-updated.pdf,DRC_Guidelines-2015-updated.pdf;5_Format_for-application-to-DRC-for-Ph.D-Qualifying-Examination.pdf;BITS-Pilani-International-Travel-Award_Guidelines-1.pdf;Guidelines_for-PhD-Proposal.pdf,DRC_Guidelines-2015-updated.pdf,1.0,1.0,1.0,1.0,1.0,0.4,0.352,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q13,drc,Is vertical transfer from B.Tech/M.Tech to PhD possible?,"Yes. Selection & recommendation of vertical transfer students should be done by the HOD/DRC, only after their source of fellowship/funding is identified and approved.","embers depending on need and circumstances. selection & recommendation of vertical transfer students should be done by the hod/drc, only after their source of fellowship/funding is identified and approved. during interaction with the candidates, drc will also identify the area of research, notional supervisor, dac members and the course package for the shortlisted candidates. this information will be send to associate dean, agsrd in the appropriate format (enclosed in this document). students holding first degree (b.tech, b.e., m a, m.sc etc.) must be prescribed a minimum of six courses spread",False,True,,0.21712499999981816,DRC_Guidelines-2015-updated.pdf,DRC_Guidelines-2015-updated.pdf;5_Format_for-application-to-DRC-for-Ph.D-Qualifying-Examination.pdf;Format_selection-of-DAC-member.pdf,DRC_Guidelines-2015-updated.pdf,1.0,1.0,1.0,1.0,1.0,0.4033613445378151,0.4033613445378151,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q14,drc,How much should a student secure to pass the PhD qualifying examination?,The rigor & quality of Ph. D qualifying examination is the responsibility of individual DRC’s. The student has to secure a minimum of 50% in individual sub areas.," each theory examination will be 3.0-4.0 hrs. viva may be conducted separately for each sub area. a student will get a maximum of two attempts for clearing the qualifying examination. the rigor & quality of ph. d qualifying examination is the responsibility of individual drcs. the student has to secure a minimum of 50% in individual sub areas. the recommended result of the drc is finalized only after the receipt of registrar signed letter from pilani. results of qualifying examination will be sent to dean/ associate dean, agsrd for approval of examination committee. answer books of phd qualify",False,True,,0.22179200000005395,DRC_Guidelines-2015-updated.pdf,DRC_Guidelines-2015-updated.pdf;6_Format_of-Evaluation-sheet-for-Ph.D-Qualifying-Examination.pdf;BITS-Pilani-International-Travel-Award_Guidelines-1.pdf,DRC_Guidelines-2015-updated.pdf,1.0,1.0,1.0,1.0,1.0,0.4251968503937008,0.4251968503937008,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q15,drc,What are the proposed sub-areas for PhD Qualifying examination for the CS&IS department?,"AI, Machine Learning & Data Mining, Computer Architecture, Embedded Systems & Robotics, Databases & Data Warehousing CS/IS, High Performance & Distributed Computing, Image Processing & Multimedia, Networking & Mobile Computing, Algorithms Theoretical Computer Science","e work a ph.d. student will be eligible to appear in qualifying examination, and can apply for the same to drc. 2.7 ph. d. qualifying examination in the beginning of each semester, the drc of each department will announce at least two dates for holding qualifying examination and major subject areas for conducting examination. 3 each ph.d. student will communicate to drc on prescribed format, the preferred examination date and two areas from the list of qualifying examination areas announced by the department. one of these must be in the sub-discipline in which he/she proposes to undertake rese",False,True,,0.23608399999996976,DRC_Guidelines-2015-updated.pdf,DRC_Guidelines-2015-updated.pdf;9_Format_for-evaluation-DAC-Members.pdf;Format_selection-of-DAC-member.pdf;8_Appendix_I-to-be-attached-with-research-Proposals.pdf;Guidelines_for-PhD-Proposal.pdf,DRC_Guidelines-2015-updated.pdf,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q16,drc,What steps should be taken in case of a change in supervisor of a PhD student?,"A fresh approval of the University level Doctoral Counseling Committee based at Pilani, is required for any changes in topic of research and/or supervisor. Candidate has to request through supervisor and DRC to Associate Dean AGSRD, who will forward the request to Dean, AGSRD for approval of DCC/Research Board.","y the candidate. the student will be required to submit two copies of hard bound final thesis, along with the soft copy, after successful completion of viva voce examination by incorporating necessary corrections (if any). 2.13 change of locale/supervisor/topic of research a phd student will choose a regular bits faculty member holding phd degree, as his/her phd supervisor; he can choose a co-supervisor from other organization with adequate research background in the area of proposed research. in case any ph. d candidate (eg; faculty) choose the supervisor from another department then the cand",False,True,,0.24237500000001688,DRC_Guidelines-2015-updated.pdf,DRC_Guidelines-2015-updated.pdf;Guidelines_for-PhD-Proposal.pdf;Format_for-change-of-Superviso-and-Co-Supervisor.pdf;Format_selection-of-DAC-member.pdf;BITS-Pilani-International-Travel-Award_Guidelines-1.pdf;FORMAT_FOR-SUBMISSION-OF-DRC-APPROVED-LIST-OF-EXAMINERS.pdf,DRC_Guidelines-2015-updated.pdf,1.0,1.0,1.0,1.0,1.0,0.22818791946308722,0.14765100671140938,
legacy_proxy,Legacy-style TF-IDF proxy,source_gap,False,Q17,drc,In what language should the PhD thesis be written?,English,"eign language requirements, i recommend that for the proposed topic of research (tick appropriate box (s) below): [ ] english language would be adequate [ ] another modern european language would be necessary. name of language is [ ] another indian language would be necessary name of indian language is (only for ph.d. in indian language/literature) date: (signature of proposed supervisor) date: (signature of proposed co-supervisor) ------------------------------------------------------------------------------------------------------------------------------- recommendations of the dean, agsrd d",False,True,,0.22016700000015987,DRC_Guidelines-2015-updated.pdf;Guidelines_for-PhD-Proposal.pdf,Guidelines_for-PhD-Proposal.pdf;8_Appendix_I-to-be-attached-with-research-Proposals.pdf;DRC_Guidelines-2015-updated.pdf;CheckList_PhD-Thesis-submission.pdf;Documents_required.pdf,Guidelines_for-PhD-Proposal.pdf,1.0,1.0,1.0,1.0,0.9197207891481876,0.02857142857142857,0.02857142857142857,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q18,gcir,"For submitting an industry research proposal, what are the different budget heads?","Equipment, Consumables, Contingency, Manpower, Travel, Overhead",ave for consultancy during working hours: ................................... 7 3.7 nature of funding released: ........................................................................... 7 section 4: industry research proposal submission ........................................ 8 4.1 identifying research opportunities: ........................................................... 8 4.2 draft proposal preparation: ......................................................................... 8 4.2.1 breakdowns of various budget heads for industry sponsored projects: ..................................,False,True,,0.22329199999981952,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;Guidelines_for-PhD-Proposal.pdf;9_Format_for-evaluation-DAC-Members.pdf;DRC_Guidelines-2015-updated.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q19,gcir,What are the 3 key funds along which the overhead costs are distributed?,"the Professional Development Fund (PDF), the Department Development Fund (DDF), and the Campus Development Fund (CDF).","s administrative support, facility maintenance, and other indirect costs related to project management and operational efficiency. 11.2 distribution of overhead costs: to ensure the optimal utilization of resources from sponsored r&d projects at bits pilani, overhead costs are strategically distributed among three key funds: the professional development fund (pdf), the department development fund (ddf), and the campus development fund (cdf). the table below outlines the specific allocation percentages for each fund, depending on the total overhead amount in the project. sr.no for fund name dis",False,True,,0.21112499999986767,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;FORMAT_FOR-SUBMISSION-OF-DRC-APPROVED-LIST-OF-EXAMINERS.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,0.3076923076923077,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q20,gcir,"What are the allocation percentages for Professional Development Fund (PDF), the Department Development Fund (DDF), and the Campus Development Fund (CDF) given that the overhead is less than 10% of the total budget?","40%, 20%, 40%","s administrative support, facility maintenance, and other indirect costs related to project management and operational efficiency. 11.2 distribution of overhead costs: to ensure the optimal utilization of resources from sponsored r&d projects at bits pilani, overhead costs are strategically distributed among three key funds: the professional development fund (pdf), the department development fund (ddf), and the campus development fund (cdf). the table below outlines the specific allocation percentages for each fund, depending on the total overhead amount in the project. sr.no for fund name dis",False,True,,0.312666000000128,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q21,gcir,"What are the allocation percentages for Professional Development Fund (PDF), the Department Development Fund (DDF), and the Campus Development Fund (CDF) given that the overhead is more than 10% of the total budget?","60%, 20%, 20%","s administrative support, facility maintenance, and other indirect costs related to project management and operational efficiency. 11.2 distribution of overhead costs: to ensure the optimal utilization of resources from sponsored r&d projects at bits pilani, overhead costs are strategically distributed among three key funds: the professional development fund (pdf), the department development fund (ddf), and the campus development fund (cdf). the table below outlines the specific allocation percentages for each fund, depending on the total overhead amount in the project. sr.no for fund name dis",False,True,,0.28395799999980653,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q22,gcir,What activities does the professional development fund support?,"Membership and conferences, Educational Materials and Equipment, Hardware Purchases, Research Assistance, Local Hospitality, Short-Term Courses and Training, Travel Support, Experimental Work, Professional Development Programs","s administrative support, facility maintenance, and other indirect costs related to project management and operational efficiency. 11.2 distribution of overhead costs: to ensure the optimal utilization of resources from sponsored r&d projects at bits pilani, overhead costs are strategically distributed among three key funds: the professional development fund (pdf), the department development fund (ddf), and the campus development fund (cdf). the table below outlines the specific allocation percentages for each fund, depending on the total overhead amount in the project. sr.no for fund name dis",False,True,,0.17475000000022334,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;9_Format_for-evaluation-DAC-Members.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.10619469026548671,0.07079646017699115,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q23,gcir,What are the consulting restrictions for consulting activities for faculty members?,"No consulting activity should:
• Interfere with Faculty Obligations: Detract from the faculty’s ability to fulfill BITS Pilani’s obligations.
• Restrict Academic and Research Activities: Restrict or limit the faculty’s ability to pursue their academic and/or research activities at BITS Pilani due to confidentiality terms, limited access to intellectual property, or other constraints.
• Impair Intellectual Property Rights: Give away rights or assign intellectual property that is already owned by and assigned to BITS Pilani.
Faculty members should be vigilant about any provisions, such as confidentiality intellectual property (IP), or non-competition clauses, that might restrict their current or future research and academic activities as institute faculty members.","d norms: 3.1.1. overview and scope: this policy applies to all faculty and staff at bits pilani. consultancy services may be offered to industries, service sectors, government departments, and other national and international agencies in niche areas of expertise available at the institute. 3.1.2. consulting restrictions: no consulting activity should: interfere with faculty obligations: detract from the facultys ability to fulfill bits pilanis obligations. restrict academic and research activities: restrict or limit the facultys ability to pursue their academic and/or research activities at bi",False,True,,0.20504200000015516,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;DRC_Guidelines-2015-updated.pdf;Format_for-DRC-constitution-final.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.4923076923076923,0.38974358974358975,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q24,gcir,What is the purpose of the Standard Operating Procedures (SOP) in GCIR?,"The SOP aims to provide a clear, structured framework for managing grants and industrial research activities at BITS Pilani, Hyderabad Campus.","oduction 1.1 purpose of the standard operating procedures (sop): the purpose of the grants consultancy & industrial research (gcir) standard operating procedures (sop) at bits pilani, hyderabad campus, is to establish a clear, consistent, and systematic framework for the management and execution of activities related to grants and industrial research. these sops are designed to ensure that all processes are conducted efficiently and transparently, in compliance with institutional policies and external regulations. by providing detailed guidelines, the sops aim to enhance the quality, accountab",False,True,,0.22195800000002208,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;Guidelines_for-PhD-Proposal.pdf;CheckList_PhD-Thesis-submission.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.3238095238095238,0.20952380952380953,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q25,gcir,What are the key steps involved in submitting a new research proposal?,"Access the GCIR website, navigate to the proposal submission section, complete the submission form, upload required documents, obtain the endorsement certificate, and finalize the submission."," that all tax invoices are raised to bits pilani at the pilani address. 8 | p a g e g r a n t s c o n s u l t a n c y & i n d u s t r i a l r e s e a r c h section 4: industry research proposal submission industry research projects are collaborative initiatives between bits pilani and industrial partners aimed at conducting in-depth research to solve complex problems, innovate, or develop new technologies. these projects often involve a combination of theoretical and applied research and are typically of a longer duration than consultancy projects. this section details the steps for submitting",False,True,,0.2207080000000694,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;Guidelines_for-PhD-Proposal.pdf;9_Format_for-evaluation-DAC-Members.pdf;DRC_Guidelines-2015-updated.pdf;10_Format_for-forwarding-the-research-proposals.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.10071942446043165,0.08633093525179855,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q26,gcir,What documents are required for submitting a consultancy proposal?,"A consultancy proposal draft, Note for Approval (NFA), and any additional required agreements such as MoUs or NDAs.","submitting consultancy proposals. it is designed to ensure that all consultancy proposals are prepared and submitted in accordance with institutional policies, consultancy rules, and legal requirements. this section includes consultancy rules, scope and norms, steps for initiating the note for approval (nfa) process, adhering to consultancy guidelines, and managing time and funding related to consultancy projects. 3.1 consultancy rules, scope, and norms: 3.1.1. overview and scope: this policy applies to all faculty and staff at bits pilani. consultancy services may be offered to industries, se",False,True,,0.19770799999996314,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;Documents_required.pdf;10_Format_for-forwarding-the-research-proposals.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.11320754716981131,0.11320754716981131,
legacy_proxy,Legacy-style TF-IDF proxy,answerable,True,Q27,gcir,How many working days are required for the issuance of an endorsement certificate?,2-3 working days.,"illed out, as this information is crucial for processing your submission. 2.4 upload required documents: you will be asked to upload two key documents as part of your submission: project proposal: a comprehensive document outlining the project, including all budgetary details. endorsement certificate/declaration draft: a draft version of the endorsement certificate or declaration, as mandated by the funding agency. this document should be in microsoft word (.doc) format. 3 | p a g e g r a n t s c o n s u l t a n c y & i n d u s t r i a l r e s e a r c h 2.5 issuance of endorsement certificate/",False,True,,0.21179199999998843,GCIR SOP_Hyd_11oct.pdf,GCIR SOP_Hyd_11oct.pdf;AGSRD_Format_for-Bonafide-Research-Exeperience.pdf;DRC_Guidelines-2015-updated.pdf,GCIR SOP_Hyd_11oct.pdf,1.0,1.0,1.0,1.0,1.0,0.03333333333333333,0.03333333333333333,
